OrderID,PurchaseDate,CustomerType,Region,ProductColor,ProcessingDays,PaymentMethod,LoyaltyMember,StoreBranch,EmployeeName
ORD101063,2023-04-22,INDIVIDUAL,East,Yellow,9,Cash,No,D,Avery
ORD101064,2023-08-04,INDIVIDUAL,West,Red,8,Paypal,No,A,Taylor
ORD101065,2023-02-12,Corporate,East,Black,3,DebitCard,No,B,Jordan
ORD101066,2023-02-05,Individual,norte,Green,14,Cash,Yes,A,Casey
ORD101067,2023-12-19,Individual,South,Red,3,CreditCard,No,C,Jordan
ORD101068,2023-04-13,individual,West,Blue,13,Cash,No,D,Taylor
ORD101069,2023-05-03,individual,East,Red,14,DebitCard,No,D,Jamie
ORD101070,2023-11-26,individual,West,White,19,Cash,Yes,B,Casey
ORD101071,2023-09-24,Individual,East,Red,11,CreditCard,Yes,D,Morgan
ORD101072,2023-11-04,Individual,norte,Blue,11,CreditCard,No,B,Alex
ORD101073,2023-04-04,Individual,N,Green,15,CreditCard,No,C,Riley
ORD101074,2023-08-07,CORPORATE,West,Red,11,Paypal,No,D,Jordan
ORD101075,2023-01-20,INDIVIDUAL,South,Blue,4,DebitCard,No,D,Avery
ORD101076,2023-09-20,individual,N,Red,37,CreditCard,Yes,A,Taylor
ORD101077,2023-08-31,Corporate,East,Green,18,Paypal,No,B,Casey
ORD101078,2023-09-17,Individual,West,Yellow,254,CreditCard,No,B,Avery
ORD101079,2023-10-01,CORPORATE,West,Red,18,Cash,No,D,Jamie
ORD101080,2023-03-31,corporate,South,Green,20,DebitCard,Yes,A,Morgan
ORD101081,2023-10-13,Individual,South,,4,Cash,Yes,D,Avery
ORD101082,2023-02-04,INDIVIDUAL,N,Red,7,Paypal,Yes,B,Jamie
ORD101083,2023-06-30,corporate,East,Red,8,Cash,No,B,Morgan
ORD101084,2023-03-31,CORPORATE,north,Red,7,Cash,Yes,D,Casey
ORD101085,2023-09-03,INDIVIDUAL,West,Green,6,CreditCard,Yes,C,Alex
ORD101086,2023-10-06,Corporate,South,Black,4,Cash,No,D,Alex
ORD101087,2023-09-01,Individual,South,Blue,20,CreditCard,Yes,A,Avery
ORD101088,2023-04-11,CORPORATE,West,Black,9,CreditCard,Yes,B,Riley
ORD101089,2023-01-05,Individual,South,Blue,3,DebitCard,Yes,B,Avery
ORD101090,2023-05-27,CORPORATE,East,Green,13,Paypal,Yes,D,Taylor
ORD101091,2023-10-12,Corporate,South,Black,8,Paypal,No,C,Taylor
ORD101092,2023-08-11,Corporate,East,Red,21,Paypal,No,B,Morgan
ORD101093,2023-04-05,Corporate,South,Yellow,14,CreditCard,No,D,Morgan
ORD101094,2023-06-11,Individual,East,Blue,15,Paypal,No,C,Morgan
ORD101095,2023-12-17,Individual,East,Black,4,CreditCard,No,D,Avery
ORD101096,2023-02-02,Individual,north,Blue,19,DebitCard,No,D,Morgan
ORD101097,2023-06-10,Individual,East,White,11,Paypal,Yes,D,Riley
ORD101098,2023-04-03,corporate,norte,Blue,17,CreditCard,Yes,B,Avery
ORD101099,2023-03-04,individual,north,White,9,Paypal,No,C,Casey
ORD101100,2023-08-16,Individual,West,Red,16,Paypal,Yes,A,Casey
ORD101101,2023-12-21,CORPORATE,norte,Black,3,DebitCard,Yes,A,Alex
ORD101102,2023-06-06,corporate,West,Red,20,Cash,No,B,Taylor
ORD101103,2023-07-29,CORPORATE,norte,White,13,Paypal,No,B,Riley
ORD101104,2023-06-17,CORPORATE,East,Blue,5,DebitCard,Yes,D,Taylor
ORD101105,2023-12-05,Individual,South,Blue,17,Paypal,Yes,D,Jordan
ORD101106,2023-04-19,individual,South,Green,5,Paypal,No,C,Taylor
ORD101107,2023-06-17,corporate,N,Blue,5,Paypal,No,D,Taylor
ORD101108,2023-04-26,Corporate,South,Blue,21,Paypal,Yes,C,Jamie
ORD101109,2023-09-05,Individual,North,White,3,Cash,No,D,Jamie
ORD101110,2023-09-20,corporate,N,,3,Cash,No,D,Riley
ORD101111,2023-01-26,Individual,South,Red,14,Paypal,No,A,Jordan
ORD101112,2023-02-21,Individual,East,White,10,Paypal,No,B,Morgan
ORD101113,2023-09-20,Corporate,West,Green,9,DebitCard,Yes,C,Jordan
ORD101114,2023-10-17,Corporate,norte,Red,7,DebitCard,No,A,Jordan
ORD101115,2023-02-24,Corporate,north,Black,15,CreditCard,No,D,Alex
ORD101116,2023-07-02,Individual,South,Yellow,8,Cash,Yes,A,Casey
ORD101117,2023-08-06,corporate,West,,21,Paypal,No,C,Taylor
ORD101118,2023-12-18,individual,West,Red,10,Cash,Yes,B,Alex
ORD101119,2023-09-02,Individual,West,Yellow,11,DebitCard,Yes,A,Riley
ORD101120,2023-04-07,corporate,South,Blue,8,Cash,No,C,Casey
ORD101121,2023-05-30,CORPORATE,South,Blue,154,Cash,Yes,D,Riley
ORD101122,2023-05-23,corporate,N,Blue,11,Paypal,No,A,Taylor
ORD101123,2023-07-15,corporate,norte,,14,Paypal,No,B,Riley
ORD101124,2023-09-12,Corporate,South,Black,14,DebitCard,No,C,Jordan
ORD101125,2023-02-14,Corporate,East,Black,19,Paypal,No,B,Avery
ORD101126,2023-09-03,Individual,West,Green,8,DebitCard,No,D,Taylor
ORD101127,2023-08-15,INDIVIDUAL,South,Red,21,DebitCard,Yes,B,Morgan
ORD101128,2023-07-13,individual,South,Blue,20,CreditCard,No,D,Morgan
ORD101129,2023-03-25,individual,East,Red,16,CreditCard,No,D,Jordan
ORD101130,2023-10-31,Corporate,N,Red,12,CreditCard,Yes,A,Riley
ORD101131,2023-07-23,INDIVIDUAL,north,Black,19,Cash,Yes,D,Jamie
ORD101132,2023-10-29,Individual,South,Green,11,CreditCard,Yes,B,Morgan
ORD101133,2023-02-03,Individual,East,Blue,9,Paypal,No,A,Jordan
ORD101134,2023-06-08,Corporate,West,Blue,17,Paypal,No,D,Alex
ORD101135,2023-04-25,Individual,East,Blue,6,CreditCard,No,C,Jamie
ORD101136,2023-04-18,corporate,North,Green,8,Cash,No,C,Morgan
ORD101137,2023-07-22,INDIVIDUAL,North,White,17,DebitCard,No,D,Avery
ORD101138,2023-03-11,INDIVIDUAL,South,Yellow,14,Cash,No,A,Jordan
ORD101139,2023-10-28,Corporate,East,Black,21,Cash,No,A,Jordan
ORD101140,2023-11-06,corporate,North,Green,13,DebitCard,No,A,Alex
ORD101141,2023-10-22,individual,East,Red,14,DebitCard,No,B,Avery
ORD101142,2023-05-12,Corporate,East,Blue,3,DebitCard,No,C,Alex
ORD101143,2023-07-12,Corporate,N,White,18,Paypal,No,D,Jamie
ORD101144,2023-11-19,individual,N,Black,6,DebitCard,No,D,Casey
ORD101145,2023-08-09,corporate,South,Blue,14,DebitCard,No,C,Morgan
ORD101146,2023-05-15,corporate,East,Green,17,Cash,No,B,Jordan
ORD101147,2023-06-24,Corporate,East,Green,3,Cash,No,A,Jamie
ORD101148,2023-01-27,corporate,South,Yellow,17,CreditCard,No,C,Riley
ORD101149,2023-11-09,corporate,N,White,16,Cash,No,D,Jamie
ORD101150,2023-10-28,Corporate,north,Yellow,18,DebitCard,No,B,Riley
ORD101151,2023-10-22,corporate,West,Green,11,Paypal,Yes,D,Alex
ORD101152,2023-10-27,Corporate,East,Blue,13,Cash,Yes,A,Jordan
ORD101153,2023-01-15,Corporate,South,Blue,15,Cash,No,C,Taylor
ORD101154,2023-12-20,Corporate,South,Blue,10,DebitCard,No,A,Casey
ORD101155,2023-01-19,corporate,West,Blue,19,Cash,No,B,Casey
ORD101156,2023-02-27,Individual,West,Black,16,Cash,No,C,Alex
ORD101157,2023-01-25,corporate,South,Black,21,DebitCard,No,A,Riley
ORD101158,2023-09-30,corporate,East,Blue,3,Cash,Yes,A,Jordan
ORD101159,2023-11-01,Individual,South,White,8,Paypal,Yes,A,Avery
ORD101160,2023-10-11,corporate,norte,Blue,19,CreditCard,No,B,Jamie
ORD101161,2023-06-24,Individual,South,Red,21,Cash,Yes,A,Casey
ORD101162,2023-09-03,individual,West,Red,7,Paypal,No,D,Jamie
ORD101163,2023-04-27,corporate,East,Red,4,Cash,No,C,Morgan
ORD101164,2023-10-23,Individual,West,Red,180,CreditCard,No,C,Taylor
ORD101165,2023-01-09,corporate,North,Green,7,DebitCard,No,A,Alex
ORD101166,2023-09-30,corporate,West,Green,17,CreditCard,No,B,Riley
ORD101167,2023-04-30,Corporate,north,,17,Cash,Yes,D,Casey
ORD101168,2023-12-17,Individual,norte,Blue,99999,CreditCard,No,D,Avery
ORD101169,2023-12-29,individual,South,Blue,8,CreditCard,No,C,Morgan
ORD101170,2023-06-24,Corporate,North,Blue,5,DebitCard,Yes,C,Avery
ORD101171,2023-03-25,CORPORATE,north,Yellow,9,Cash,Yes,D,Morgan
ORD101172,2023-02-18,Corporate,West,Blue,10,CreditCard,Yes,C,Taylor
ORD101173,2023-12-27,individual,East,White,20,CreditCard,Yes,A,Alex
ORD101174,2023-02-13,Corporate,north,Green,14,DebitCard,No,D,Alex
ORD101175,2023-10-04,Corporate,East,Green,99999,Paypal,No,C,Jamie
ORD101176,2023-11-01,corporate,West,Yellow,6,Cash,No,A,Alex
ORD101177,2023-07-29,Individual,South,Blue,15,Paypal,No,A,Morgan
ORD101178,2023-12-06,corporate,East,Blue,18,Paypal,No,D,Jamie
ORD101179,2023-09-25,Corporate,East,Red,17,DebitCard,Yes,A,Alex
ORD101180,2023-05-29,CORPORATE,West,Yellow,6,DebitCard,No,D,Riley
ORD101181,2023-05-28,individual,South,Red,13,Cash,No,A,Riley
ORD101182,2023-03-29,Corporate,West,Blue,7,Paypal,No,D,Taylor
ORD101183,2023-11-30,CORPORATE,norte,,13,CreditCard,No,D,Morgan
ORD101184,2023-05-31,Individual,South,Blue,16,Paypal,No,D,Jordan
ORD101185,2023-07-19,CORPORATE,West,Black,20,DebitCard,Yes,D,Taylor
ORD101186,2023-05-22,Corporate,West,Black,18,CreditCard,No,A,Taylor
ORD101187,2023-09-21,Individual,East,Red,21,CreditCard,No,D,Alex
ORD101188,2023-09-22,individual,East,Blue,8,DebitCard,Yes,C,Jamie
ORD101189,2023-06-02,Corporate,East,Blue,14,CreditCard,No,A,Avery
ORD101190,2023-11-14,Individual,norte,Yellow,19,Paypal,No,D,Jamie
ORD101191,2023-12-10,Corporate,East,Yellow,15,DebitCard,Yes,A,Riley
ORD101192,2023-11-11,individual,West,Black,10,Cash,No,A,Morgan
ORD101193,2023-08-23,Corporate,East,White,9,DebitCard,Yes,A,Alex
ORD101194,2023-10-26,Individual,South,Yellow,12,Cash,No,A,Jamie
ORD101195,2023-07-09,corporate,West,Blue,13,Cash,Yes,D,Riley
ORD101196,2023-08-13,CORPORATE,norte,Red,8,DebitCard,No,A,Casey
ORD101197,2023-03-29,CORPORATE,South,White,12,DebitCard,Yes,C,Avery
ORD101198,2023-10-15,corporate,West,Blue,18,Cash,Yes,A,Jordan
ORD101199,2023-07-09,Individual,N,Blue,16,Cash,Yes,A,Casey
ORD101200,2023-09-09,corporate,norte,Black,15,CreditCard,No,C,Avery
ORD101201,2023-06-18,Individual,North,Green,6,DebitCard,No,D,Alex
ORD101202,2023-11-22,Individual,East,White,5,DebitCard,No,C,Alex
ORD101203,2023-12-30,individual,South,Yellow,6,CreditCard,No,B,Jamie
ORD101204,2023-10-20,INDIVIDUAL,North,Blue,15,DebitCard,No,C,Avery
ORD101205,2023-06-28,corporate,South,White,3,CreditCard,Yes,D,Taylor
ORD101206,2023-09-24,Corporate,north,Red,7,CreditCard,No,C,Alex
ORD101207,2023-03-06,INDIVIDUAL,norte,Red,15,DebitCard,Yes,A,Taylor
ORD101208,2023-09-23,individual,South,Green,3,Paypal,No,D,Morgan
ORD101209,2023-02-26,CORPORATE,South,Blue,15,Cash,No,B,Riley
ORD101210,2023-10-31,INDIVIDUAL,South,Green,4,DebitCard,No,D,Morgan
ORD101211,2023-01-27,INDIVIDUAL,East,Blue,11,Paypal,Yes,A,Avery
ORD101212,2023-04-02,Individual,West,Green,6,CreditCard,No,B,Avery
ORD101213,2023-03-15,corporate,N,Red,17,Paypal,Yes,D,Jamie
ORD101214,2023-02-06,Corporate,West,Black,18,DebitCard,Yes,D,Morgan
ORD101215,2023-08-14,Individual,norte,Black,20,DebitCard,Yes,A,Casey
ORD101216,2023-10-26,Individual,East,Blue,79,Paypal,No,C,Avery
ORD101217,2023-08-25,Corporate,North,Red,16,DebitCard,No,C,Casey
ORD101218,2023-10-03,Corporate,East,Red,15,Cash,Yes,B,Casey
ORD101219,2023-11-08,individual,N,Blue,5,Paypal,Yes,A,Jamie
ORD101220,2023-12-05,CORPORATE,West,Black,13,CreditCard,No,A,Jamie
ORD101221,2023-12-06,Individual,East,Black,21,Paypal,No,C,Casey
ORD101222,2023-11-20,INDIVIDUAL,West,Blue,19,Paypal,Yes,C,Taylor
ORD101223,2023-02-07,CORPORATE,East,Red,17,Paypal,Yes,B,Casey
ORD101224,2023-03-12,INDIVIDUAL,East,Blue,17,Paypal,No,C,Taylor
ORD101225,2023-06-03,Corporate,East,Yellow,6,CreditCard,No,B,Morgan
ORD101226,2023-09-28,individual,South,Blue,17,CreditCard,No,D,Taylor
ORD101227,2023-10-04,individual,East,,14,CreditCard,No,B,Avery
ORD101228,2023-04-07,CORPORATE,West,Black,13,Paypal,Yes,B,Alex
ORD101229,2023-11-24,INDIVIDUAL,East,Red,3,Cash,Yes,B,Jordan
ORD101230,2023-11-08,corporate,South,Yellow,8,Cash,No,D,Alex
ORD101231,2023-08-20,Individual,norte,White,16,CreditCard,Yes,C,Alex
ORD101232,2023-02-11,Individual,South,Yellow,13,Cash,No,B,Jamie
ORD101233,2023-08-25,Individual,South,Blue,4,Cash,No,C,Jordan
ORD101234,2023-01-08,Corporate,East,Red,14,Cash,No,B,Jamie
ORD101235,2023-06-18,individual,East,White,20,Cash,Yes,C,Taylor
ORD101236,2023-10-25,corporate,norte,Yellow,10,Cash,No,B,Casey
ORD101237,2023-09-28,INDIVIDUAL,North,Yellow,20,DebitCard,No,C,Riley
ORD101238,2023-06-03,CORPORATE,West,White,7,CreditCard,Yes,A,Riley
ORD101239,2023-05-15,Individual,South,White,16,Paypal,No,D,Riley
ORD101240,2023-06-18,corporate,East,White,14,Cash,Yes,B,Taylor
ORD101241,2023-02-20,corporate,West,Blue,146,DebitCard,Yes,D,Jordan
ORD101242,2023-05-17,corporate,north,Green,19,Paypal,No,B,Morgan
ORD101243,2023-04-16,corporate,South,Black,4,DebitCard,No,A,Taylor
ORD101244,2023-08-06,corporate,East,Black,14,Cash,Yes,A,Alex
ORD101245,2023-09-12,Corporate,South,Yellow,6,Cash,Yes,D,Jordan
ORD101246,2023-03-23,Individual,norte,Blue,5,Cash,No,B,Jordan
ORD101247,2023-09-25,Individual,South,Black,12,Cash,No,C,Taylor
ORD101248,2023-07-20,CORPORATE,South,Black,3,Paypal,No,B,Taylor
ORD101249,2023-09-25,Corporate,North,Blue,11,Paypal,Yes,C,Jamie
ORD101250,2023-02-23,corporate,West,Green,5,DebitCard,Yes,D,Jamie
ORD101251,2023-02-12,INDIVIDUAL,norte,Blue,16,CreditCard,Yes,D,Alex
ORD101252,2023-04-04,Individual,North,Red,9,Cash,Yes,A,Avery
ORD101253,2023-04-22,Individual,South,Blue,12,DebitCard,Yes,C,Jordan
ORD101254,2023-11-23,Corporate,West,Green,20,DebitCard,Yes,B,Riley
ORD101255,2023-01-16,INDIVIDUAL,West,Green,10,DebitCard,No,A,Morgan
ORD101256,2023-04-18,Individual,N,Yellow,4,Cash,No,D,Morgan
ORD101257,2023-09-28,INDIVIDUAL,West,Yellow,18,Cash,No,A,Jordan
ORD101258,2023-09-15,Individual,West,White,16,DebitCard,Yes,B,Alex
ORD101259,2023-06-24,Corporate,West,Red,8,Cash,No,B,Riley
ORD101260,2023-08-11,individual,South,Blue,4,DebitCard,Yes,D,Jamie
ORD101261,2023-10-02,corporate,West,White,8,Paypal,No,A,Jamie
ORD101262,2023-02-28,individual,N,Blue,11,Cash,Yes,C,Jamie
ORD101263,2023-02-11,INDIVIDUAL,South,,99999,Paypal,No,C,Morgan
ORD101264,2023-10-23,Individual,N,White,16,CreditCard,No,C,Morgan
ORD101265,2023-05-06,Individual,north,Green,11,Cash,No,B,Alex
ORD101266,2023-11-09,individual,West,,13,CreditCard,Yes,A,Morgan
ORD101267,2023-09-09,INDIVIDUAL,East,Blue,10,DebitCard,No,C,Taylor
ORD101268,2023-10-03,Corporate,N,Red,13,Cash,No,A,Morgan
ORD101269,2023-02-10,individual,West,Yellow,12,Cash,Yes,D,Jamie
ORD101270,2023-05-21,Corporate,North,Red,17,Cash,No,C,Alex
ORD101271,2023-06-22,corporate,norte,White,13,CreditCard,No,A,Jordan
ORD101272,2023-10-23,corporate,South,Blue,18,CreditCard,No,B,Jordan
ORD101273,2023-01-06,Individual,East,Green,3,DebitCard,No,D,Alex
ORD101274,2023-01-12,INDIVIDUAL,North,Yellow,13,Paypal,No,D,Taylor
ORD101275,2023-11-13,Individual,West,Yellow,17,Paypal,No,D,Jordan
ORD101276,2023-12-03,individual,East,Red,18,CreditCard,No,D,Jamie
ORD101277,2023-10-21,CORPORATE,West,Red,8,Cash,No,B,Jordan
ORD101278,2023-11-19,Individual,South,White,11,Paypal,No,B,Jordan
ORD101279,2023-03-27,INDIVIDUAL,East,Blue,21,Paypal,No,C,Jamie
ORD101280,2023-02-23,Corporate,East,Black,18,CreditCard,No,B,Morgan
ORD101281,2023-08-16,Corporate,East,Yellow,14,DebitCard,Yes,B,Taylor
ORD101282,2023-08-28,Corporate,N,Black,19,CreditCard,No,D,Riley
ORD101283,2023-10-23,Individual,north,Black,12,CreditCard,Yes,B,Jamie
ORD101284,2023-01-25,individual,norte,Blue,17,Cash,Yes,D,Jamie
ORD101285,2023-07-09,Corporate,N,Yellow,3,CreditCard,Yes,A,Casey
ORD101286,2023-06-11,Individual,East,White,21,Cash,No,A,Alex
ORD101287,2023-03-17,individual,East,Green,14,DebitCard,Yes,A,Avery
ORD101288,2023-10-14,Individual,West,,16,Cash,No,A,Taylor
ORD101289,2023-08-06,Individual,East,Green,33,DebitCard,No,A,Morgan
ORD101290,2023-08-05,individual,East,Blue,12,DebitCard,Yes,A,Casey
ORD101291,2023-10-27,Individual,West,Red,18,DebitCard,Yes,A,Riley
ORD101292,2023-04-17,Corporate,South,White,214,CreditCard,No,D,Jamie
ORD101293,2023-04-24,Corporate,West,Red,7,Cash,No,D,Riley
ORD101294,2023-07-11,corporate,West,White,6,Paypal,No,D,Riley
ORD101295,2023-02-15,Individual,South,White,9,CreditCard,No,D,Riley
ORD101296,2023-11-18,Individual,East,Red,6,DebitCard,No,B,Casey
ORD101297,2023-12-03,Individual,South,Blue,8,Paypal,No,B,Avery
ORD101298,2023-06-10,Corporate,East,Black,15,CreditCard,No,C,Morgan
ORD101299,2023-09-16,Corporate,East,Red,14,Paypal,No,B,Casey
ORD101300,2023-10-03,Individual,West,Black,16,DebitCard,No,D,Casey
ORD101301,2023-01-11,CORPORATE,South,Green,11,Paypal,Yes,D,Avery
ORD101302,2023-08-26,Individual,South,Green,14,Paypal,No,A,Casey
ORD101303,2023-01-07,Corporate,West,Black,13,DebitCard,No,A,Jamie
ORD101304,2023-12-09,Corporate,West,Red,20,Paypal,No,C,Jamie
ORD101305,2023-06-13,corporate,South,Green,15,CreditCard,Yes,B,Alex
ORD101306,2023-04-10,Corporate,north,Red,17,Paypal,No,D,Jordan
ORD101307,2023-03-06,corporate,South,Red,17,Cash,Yes,B,Taylor
ORD101308,2023-12-11,individual,norte,Green,8,CreditCard,Yes,C,Alex
ORD101309,2023-07-22,corporate,East,Black,3,Paypal,Yes,A,Morgan
ORD101310,2023-01-11,Individual,West,Red,13,Cash,No,D,Casey
ORD101311,2023-03-04,corporate,East,Green,8,Cash,Yes,A,Jamie
ORD101312,2023-03-04,Corporate,West,Yellow,6,Cash,Yes,D,Casey
ORD101313,2023-10-22,corporate,East,Red,16,Paypal,Yes,A,Jamie
ORD101314,2023-05-04,INDIVIDUAL,East,Red,232,DebitCard,No,A,Riley
ORD101315,2023-10-27,Corporate,north,White,3,Cash,Yes,C,Taylor
ORD101316,2023-02-10,Corporate,West,Black,7,DebitCard,Yes,B,Alex
ORD101317,2023-01-06,Corporate,norte,Yellow,19,CreditCard,No,A,Alex
ORD101318,2023-05-08,Individual,South,Yellow,231,DebitCard,No,D,Morgan
ORD101319,2023-09-30,Individual,South,Blue,13,DebitCard,Yes,B,Riley
ORD101320,2023-03-06,individual,East,Yellow,8,DebitCard,Yes,B,Alex
ORD101321,2023-10-21,Individual,West,Green,18,DebitCard,Yes,A,Alex
ORD101322,2023-08-31,corporate,South,Green,14,DebitCard,No,A,Jordan
ORD101323,2023-06-07,Individual,East,Red,15,CreditCard,No,A,Avery
ORD101324,2023-03-10,CORPORATE,north,Blue,9,CreditCard,No,B,Taylor
ORD101325,2023-11-27,individual,West,Blue,8,DebitCard,Yes,C,Casey
ORD101326,2023-06-11,Individual,North,White,10,DebitCard,No,A,Avery
ORD101327,2023-06-28,corporate,South,Green,9,Cash,Yes,B,Alex
ORD101328,2023-03-04,Corporate,West,Green,12,CreditCard,Yes,B,Morgan
ORD101329,2023-05-05,INDIVIDUAL,West,Blue,3,Paypal,No,D,Casey
ORD101330,2023-08-07,Corporate,West,Blue,17,CreditCard,No,A,Jamie
ORD101331,2023-01-22,Corporate,North,Black,17,Paypal,Yes,C,Riley
ORD101332,2023-10-21,Individual,north,Green,112,Cash,No,D,Riley
ORD101333,2023-01-31,CORPORATE,West,Green,278,DebitCard,No,A,Alex
ORD101334,2023-12-20,CORPORATE,South,Red,13,Cash,No,D,Alex
ORD101335,2023-09-29,Corporate,South,Black,8,DebitCard,No,A,Casey
ORD101336,2023-06-17,Individual,North,Blue,5,CreditCard,No,D,Avery
ORD101337,2023-10-01,Corporate,West,Blue,-7,DebitCard,No,C,Jamie
ORD101338,2023-02-21,Individual,East,Green,16,Paypal,No,D,Jordan
ORD101339,2023-09-15,Individual,north,Red,18,Paypal,No,D,Taylor
ORD101340,2023-03-04,individual,West,Red,5,Cash,Yes,D,Jordan
ORD101341,2023-01-22,INDIVIDUAL,East,Yellow,11,CreditCard,No,A,Avery
ORD101342,2023-05-26,corporate,West,Yellow,20,Paypal,Yes,A,Morgan
ORD101343,2023-06-17,Corporate,West,Black,20,Cash,Yes,C,Casey
ORD101344,2023-02-01,corporate,West,Green,17,CreditCard,No,D,Alex
ORD101345,2023-03-11,INDIVIDUAL,West,Blue,4,CreditCard,Yes,B,Jordan
ORD101346,2023-06-03,individual,North,Red,15,Cash,No,D,Taylor
ORD101347,2023-04-19,individual,N,,4,Paypal,No,B,Morgan
ORD101348,2023-08-25,CORPORATE,South,Yellow,19,Paypal,No,B,Riley
ORD101349,2023-04-16,Individual,South,Black,17,Cash,Yes,D,Avery
ORD101350,2023-07-25,corporate,north,Blue,6,Paypal,Yes,B,Jordan
ORD101351,2023-02-05,Corporate,West,Green,11,Cash,No,B,Alex
ORD101352,2023-06-25,INDIVIDUAL,West,Blue,21,Paypal,No,D,Taylor
ORD101353,2023-12-23,Corporate,norte,Yellow,6,Paypal,Yes,A,Alex
ORD101354,2023-09-29,INDIVIDUAL,East,White,14,Cash,Yes,D,Alex
ORD101355,2023-09-12,corporate,West,,13,Cash,No,C,Morgan
ORD101356,2023-04-16,CORPORATE,South,Green,10,Paypal,Yes,B,Taylor
ORD101357,2023-07-14,INDIVIDUAL,East,Green,9,Cash,No,C,Jamie
ORD101358,2023-07-25,individual,West,White,13,Paypal,No,B,Riley
ORD101359,2023-03-13,Corporate,South,Yellow,5,DebitCard,No,A,Avery
ORD101360,2023-08-14,CORPORATE,N,Blue,18,CreditCard,Yes,B,Alex
ORD101361,2023-02-10,Individual,East,Green,11,CreditCard,Yes,D,Avery
ORD101362,2023-04-22,Corporate,South,Red,17,Paypal,Yes,B,Taylor
ORD101363,2023-12-20,Corporate,N,Green,17,CreditCard,No,C,Alex
ORD101364,2023-06-28,Corporate,North,Green,21,Paypal,No,D,Jordan
ORD101365,2023-09-18,Individual,norte,Yellow,4,Cash,No,C,Jordan
ORD101366,2023-11-03,Corporate,South,Red,7,DebitCard,No,A,Taylor
ORD101367,2023-07-25,CORPORATE,West,Blue,3,CreditCard,Yes,C,Riley
ORD101368,2023-10-18,Individual,South,Green,14,CreditCard,No,C,Morgan
ORD101369,2023-05-06,Individual,N,White,12,Cash,No,C,Jamie
ORD101370,2023-04-18,CORPORATE,South,Yellow,8,DebitCard,No,D,Jordan
ORD101371,2023-06-30,Individual,N,Red,12,DebitCard,Yes,A,Morgan
ORD101372,2023-05-04,corporate,South,White,17,DebitCard,No,A,Jamie
ORD101373,2023-11-13,INDIVIDUAL,north,White,7,Cash,No,A,Jordan
ORD101374,2023-01-31,individual,East,Blue,7,CreditCard,No,C,Jamie
ORD101375,2023-12-27,corporate,East,Blue,12,CreditCard,Yes,D,Casey
ORD101376,2023-01-04,INDIVIDUAL,East,Black,11,DebitCard,No,D,Alex
ORD101377,2023-11-17,Corporate,West,Black,3,Cash,No,D,Taylor
ORD101378,2023-06-20,individual,South,,21,Cash,No,C,Jordan
ORD101379,2023-10-06,Corporate,East,White,21,Cash,No,A,Jordan
ORD101380,2023-06-14,Individual,South,Yellow,14,DebitCard,No,C,Avery
ORD101381,2023-08-09,individual,South,Green,19,Cash,No,D,Alex
ORD101382,2023-02-16,CORPORATE,East,Blue,8,DebitCard,No,C,Jordan
ORD101383,2023-07-07,individual,West,Red,101,DebitCard,Yes,B,Jordan
ORD101384,2023-11-21,Corporate,East,Green,19,DebitCard,Yes,A,Casey
ORD101385,2023-05-30,individual,West,Yellow,14,Paypal,No,A,Jordan
ORD101386,2023-08-19,corporate,West,Yellow,18,DebitCard,No,D,Jordan
ORD101387,2023-12-07,Individual,West,Black,19,Cash,Yes,C,Jordan
ORD101388,2023-05-07,CORPORATE,norte,Red,18,Paypal,Yes,D,Morgan
ORD101389,2023-02-14,INDIVIDUAL,South,Yellow,3,CreditCard,No,C,Jordan
ORD101390,2023-11-30,Individual,West,Blue,5,CreditCard,No,B,Alex
ORD101391,2023-06-21,Individual,West,Green,12,Cash,No,A,Casey
ORD101392,2023-07-17,Individual,West,Black,7,Cash,Yes,A,Jordan
ORD101393,2023-07-12,Corporate,East,Yellow,6,Cash,No,C,Jamie
ORD101394,2023-05-03,individual,East,,14,Cash,No,A,Casey
ORD101395,2023-10-27,corporate,West,Red,21,Paypal,No,C,Casey
ORD101396,2023-09-07,INDIVIDUAL,N,Green,3,Cash,No,D,Jamie
ORD101397,2023-10-18,individual,norte,Red,19,DebitCard,Yes,B,Alex
ORD101398,2023-04-06,Corporate,West,Green,9,CreditCard,No,C,Morgan
ORD101399,2023-07-02,Corporate,East,White,4,Cash,Yes,B,Riley
ORD101400,2023-06-27,Individual,West,Yellow,6,DebitCard,Yes,D,Avery
ORD101401,2023-03-01,Individual,West,White,19,Cash,No,D,Riley
ORD101402,2023-02-21,Individual,East,Blue,20,DebitCard,No,D,Alex
ORD101403,2023-07-14,Corporate,West,White,20,Paypal,No,C,Morgan
ORD101404,2023-05-29,Corporate,West,Blue,4,CreditCard,No,B,Taylor
ORD101405,2023-05-07,INDIVIDUAL,north,White,19,CreditCard,No,B,Jamie
ORD101406,2023-07-21,corporate,East,Red,11,Paypal,No,A,Avery
ORD101407,2023-12-14,corporate,West,Red,8,DebitCard,Yes,C,Casey
ORD101408,2023-11-11,Corporate,East,Green,10,Cash,No,A,Casey
ORD101409,2023-01-22,corporate,East,White,17,DebitCard,Yes,A,Casey
ORD101410,2023-12-04,Individual,East,Blue,11,CreditCard,No,C,Jamie
ORD101411,2023-03-10,Individual,N,Red,5,Paypal,Yes,A,Jamie
